UrlName	Name	LastUpdated	OSType	BasedOn	Origin	Architecture	Desktop	Category	Status	Popularity	Description
rescuezilla	Rescuezilla	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Australia	i386;x86_64	LXDE	Data Rescue;Live Image 	Active	216 (33 hits per day)	"Rescuezilla is a specialist Ubuntu-based distribution designed for system rescue tasks, including backups and system restoration. It was forked from the ""Redo Backup & Rescue"" project which was abandoned in 2012. Like its predecessor, it allows a ""bare-metal restore"" after any hardware failure directly from the live image. Some of the features include: works directly from the live CD/USB image; works with Linux, macOS and Windows; automatically searches a local area network for drives to backup to or restore from; recovers lost or deleted data files; includes configuration tools for managing disk and drives. Rescuezilla uses a simplified LXDE user interface."
vine	Vine Linux	2024-04-30 22:20 UTC	Linux	independent	Japan	i686;powerpc;x86_64	GNOME	Desktop;Server 	Active	217 (33 hits per day)	"Vine Linux is a supreme Linux distribution with integrated Japanese environment for desktop PCs and notebooks. Project Vine was founded by six members of the Project Japanese Extension (JPE) in 1998 and has been developing Vine Linux with help of many members and volunteers. Vine Seed, the development version of Vine Linux, is a public software repository, which all developers are welcome to join and contribute to. Out-of-the-box Kanji support is available throughout most applications and Japanese input support is provided by either the FreeWnn (or Wnn6 in the commercial ""CR"" edition) or the Canna input server."
ubuntu	Ubuntu	2024-04-30 21:20 UTC	Linux	debian	Isle of Man	armhf;ppc64el;riscv;s390x;x86_64	GNOME;Unity	Beginners;Desktop;Server;Live Medium 	Active	6 (1,156 hits per day)	"Ubuntu is a complete desktop Linux operating system, freely available with both community and professional support. The Ubuntu community is built on the ideas enshrined in the Ubuntu Manifesto: that software should be available free of charge, that software tools should be usable by people in their local language and despite any disabilities, and that people should have the freedom to customise and alter their software in whatever way they see fit. ""Ubuntu"" is an ancient African word, meaning ""humanity to others"". The Ubuntu distribution brings the spirit of Ubuntu to the software world."
exherbo	Exherbo	2024-02-02 02:44 UTC	Linux	independent	Denmark	armv7;i686;x86_64	Awesome;Enlightenment;Fluxbox;GNOME;KDE;Openbox;Xfce	Desktop;Server;Source-based 	Active	219 (31 hits per day)	Exherbo is a source-based Linux distribution inspired by the flexibility found in Gentoo Linux (among others). Designed primarily for developers and advanced users who are expected to take an active role in the development of the distribution, Exherbo offers a decentralised development model, original code, and a fast and flexible package manager called Paludis.
navy	Navy Linux	2024-03-10 01:57 UTC	Linux	redhat	Bahamas	x86_64	GNOME	Server 	Active	220 (31 hits per day)	Navy Linux is an open source community project founded by UnixLab (Unix/Linux developers community). The project aims to provide a free-of-cost clone of Red Hat Enterprise Linux with minimal install media. 
pisi	Pisi Linux	2024-02-02 02:44 UTC	Linux	independent	Turkey	x86_64	KDE Plasma	Desktop 	Active	221 (31 hits per day)	Pisi Linux is a GNU/Linux distribution based on the old Pardus Linux with its famous PiSi package management system. It's an operating system for desktop computer with software for listening to music, browsing the Internet and creating documents. Pisi Linux is built from scratch on a stable base, but many core user applications, such as the Firefox web browser or the VLC media player, are kept constantly up to date. To increase the distribution's user friendliness, Flash player and many multimedia codecs are installed and pre-configured for immediate use.
recalbox	Recalbox	2024-02-02 02:44 UTC	Linux	independent	Global	armhf;i686;x86_64	No desktop	Gaming;Live Medium;Multimedia 	Active	222 (31 hits per day)	Recalbox is a dedicated operating system for running video games on emulated retro and console platforms. Recalbox can also be used to run the Kodi media centre. The distribution's interface is primarily navigated with a console game controller, though keyboard support is available for many functions. 
risios	risiOS	2024-02-02 02:44 UTC	Linux	fedora	USA	x86_64	GNOME	Desktop;Live Medium 	Active	223 (31 hits per day)	risiOS is a Fedora-based Linux distribution which runs the GNOME desktop environment and includes a number of graphical setup and tweak tools to help initialize and customize the desktop experience. risiOS includes wizards for adding media codecs, Flathub repositories, and popular open-source desktop applications.
vyos	VyOS	2024-02-22 22:46 UTC	Linux	debian	Global	x86_64	No desktop	Firewall 	Active	224 (31 hits per day)	"VyOS is a community fork of Vyatta, a Linux distribution discontinued in 2013. It is a network operating system that provides software-based network routing, firewall and VPN functionality. VyOS is based on Debian; its features include the ability to run on both physical and virtual platforms, and support for para-virtual drivers and integration packages for virtual platforms. VyOS was completely free to download and use until the release of version 1.2.0 in January 2019 when the project turned commercial, providing the operating system with various levels of support subscriptions. Daily ""rolling"" images are still available for free download though."
xigmanas	XigmaNAS	2024-02-02 02:44 UTC	BSD	freebsd	Netherlands	x86_64	No Desktop;WebUI	NAS 	Active	225 (31 hits per day)	XigmaNAS (formerly NAS4Free) is an embedded open-source NAS (Network-Attached Storage) distribution based on FreeBSD. XigmaNAS supports sharing across multiple operating systems, including Windows, Apple and UNIX-like systems. XigmaNAS is easy to set up in most home and enterprise environments and will allow to manage and share large amounts of data easily across a network. XigmaNAS also incorporates many different streaming features for sharing multimedia with other devices on the network. XigmaNAS includes ZFS v28 (RAIDZ, RAIDZ2 and RAIDZ3) Software RAID (0,1,5), Disk Encryption, S.M.A.R.T / Email Reports, and it supports the following protocols: CIFS (samba), FTP, NFS, TFTP, AFP, RSYNC, Unison, iSCSI (initiator and target), HAST, CARP, Bridge, UPnP, and BitTorrent. All are highly configurable by using a web interface.
dietpi	DietPi	2024-03-21 03:22 UTC	Linux	debian	United Kingdom	aarch64;armhf;x86_64	No Desktop	Raspberry Pi 	Active	226 (30 hits per day)	"DietPi is a Debian-based Linux distribution, primarily developed for single-board computers such as Raspberry Pi, Orange Pi or Odroid. It also supplies builds for 64-bit x86 personal computers and virtual machines, including VMware, VirtualBox, UTM, Hyper-V, Proxmox and Parallels. The base installation of DietPi comes without any desktop, but a desktop option can be activated via the built-in ""dietpi-software"" program. The distribution ships with a number of menu-driven configuration tools which can be run from the terminal."
nova	Nova	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Cuba	x86_64	GNOME;Guano;LXDE	Desktop;Live Medium;Server 	Active	227 (30 hits per day)	"Nova is a user-friendly, desktop-oriented Linux distribution developed by the University of Computer Sciences in Havana, Cuba. In the product's early days the operating system was based on Gentoo Linux and Sabayon Linux, but starting from version 2.1 the developers have chosen Ubuntu as the base system. The project releases three separate editions - ""Escritorio"" (with GNOME Shell), ""Ligero"" (with a Nova-developed lightweight desktop called ""Guano"") and ""Servidor"" (a variant for servers)."
rockstor	Rockstor	2024-02-02 02:44 UTC	Linux	opensuse	USA	x86_64	No Desktop;WebUI	NAS 	Active	228 (30 hits per day)	"Rockstor is a specialist openSUSE-based Linux distribution designed for Network Attached Storage (NAS) and private cloud storage solutions. It is based on popular open-source technologies, such as the Btrfs file system and Docker for automating the deployment of applications inside software containers. In addition to standard NAS features like file sharing via NFS, Samba, SFTP and AFP, advanced features such as online volume management, CoW Snapshots, asynchronous replication, compression, and bitrot protection are also supported. Rockstor provides additional applications, including ownCloud, Syncthing, OpenVPN and Plex. These applications (called ""Rock-ons"") are powered by a Docker-based application hosting framework. The Rockstor user interface, written in JavaScript, makes it simple to manage the server from within a web browser."
osgeo	OSGeoLive	2024-02-02 02:44 UTC	Linux	debian;lubuntu	USA	x86_64	LXQt	Education;Live Medium 	Active	229 (29 hits per day)	OSGeoLive is a bootable DVD, USB thumb drive or Virtual Machine based on Lubuntu, that allows the user to try a wide variety of open source geospatial software without installing anything. It is composed entirely of free software, allowing it to be freely distributed, duplicated and passed around. OSGeoLive provides pre-configured applications for a range of geospatial use cases, including storage, publishing, viewing, analysis and manipulation of data. It also contains sample datasets and documentation.
rebeccablackos	RebeccaBlackOS	2024-02-02 02:44 UTC	Linux	debian	USA	i386;x86_64	Hawaii;KDE	Desktop;Live Medium 	Active	230 (29 hits per day)	RebeccaBlackOS is a Debian-based live distribution which can be used to run Wayland desktop sessions. RebeccaBlackOS can run a number of popular open source desktop environments on top of a Wayland graphical session. The distribution was (and remains) one of the only Linux distributions to run a Wayland session from live media. The distribution is available in 32-bit and 64-bit builds for the x86 architecture.
dynfi	DynFi Firewall	2024-02-02 02:44 UTC	BSD	freebsd	France	TXZ (pkg)	WebUI	Firewall;Security 	Active	231 (28 hits per day)	DynFi is a firewall platform based on FreeBSD. The project provides utilities for VPN, IDS, proxy, anti-virus, and packet filtering. Support is provided in several languages, including French, English, and German. DynFi is designed to be deployed on both physical hardware and in virtual environments.
